Name,Date,Days since incident,Form of Incident,Key Motivation,Fatalities,Injured,Details/Description,Extra-Parliamentary Groups and Networks,PB Role,City,State/Province/Region,Country,Source,Source 2,Source 3,Date added,Note,Contested,Attachments,Location,Notes,Party,Party Name (from Party)
"Charlottesville, Virginia, USA",8/11/17,1379,,,,,Unite the Right,Proud Boys,Coattended,Charlottesville,Virginia,USA,https://www.vox.com/2017/8/12/16138246/charlottesville-nazi-rally-right-uva,,,18/5/2021 8:44am,,,,"Charlottesville, Virginia, USA",🔵 eyJpIjoiVmlyZ2luaWEiLCJvIjp7InN0YXR1cyI6Ik9LIiwiZm9ybWF0dGVkQWRkcmVzcyI6IlZpcmdpbmlhLCBVU0EiLCJsYXQiOjM3LjQzMTU3MzQsImxuZyI6LTc4LjY1Njg5NDIsImJsb2NrSW5zdGFsbGF0aW9uSWRzIjpbImJsaXNqVTNPZmc0ekFhT3dsIl0sImxvY2F0aW9uRmllbGRJZCI6ImZsZGtjM0MzQ0FjOGJWanVRIn0sImUiOjE2MjM5MTIyNTQ5MTV9,,
"Toronto, Ontario, CA",8/10/17,1380,,,,,Ottowa Against Fascism,Proud Boys,Coattended,Toronto,Ontario,CA,https://anti-racistcanada.blogspot.com/2017/09/guest-article-update-on-white.html,,,18/5/2021 8:38am,,,,"Toronto, Ontario, CA",🔵 eyJpIjoiT250YXJpbyIsIm8iOnsic3RhdHVzIjoiT0siLCJmb3JtYXR0ZWRBZGRyZXNzIjoiT250YXJpbywgQ2FuYWRhIiwibGF0Ijo1MS4yNTM3NzUsImxuZyI6LTg1LjMyMzIxNCwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpc2pVM09mZzR6QWFPd2wiXSwibG9jYXRpb25GaWVsZElkIjoiZmxka2MzQzNDQWM4YlZqdVEifSwiZSI6MTYyMzkxMTg4MjQ5MX0=,,
"Portland, Oregon, USA",8/7/17,1383,,,,,Anti Left Rally,Proud Boys,Coattended,Portland,Oregon,USA,https://www.nbcnews.com/news/us-news/anti-muslim-act-america-stage-marches-against-sharia-law-nationwide-n767386,,,18/5/2021 8:43am,,,,"Portland, Oregon, USA",🔵 eyJpIjoiT3JlZ29uIiwibyI6eyJzdGF0dXMiOiJPSyIsImZvcm1hdHRlZEFkZHJlc3MiOiJPcmVnb24sIFVTQSIsImxhdCI6NDMuODA0MTMzNCwibG5nIjotMTIwLjU1NDIwMTIsImJsb2NrSW5zdGFsbGF0aW9uSWRzIjpbImJsaXNqVTNPZmc0ekFhT3dsIl0sImxvY2F0aW9uRmllbGRJZCI6ImZsZGtjM0MzQ0FjOGJWanVRIn0sImUiOjE2MjM5MTIyMjg0MDB9,,
"Portland, Oregon, USA",8/6/17,1384,,,,,Freedom Rally,Proud Boys,Coattended,Portland,Oregon,USA,https://www.portlandmercury.com/blogtown/2017/08/06/19216029/fights-on-the-waterfront-photosvideo-from-sundays-right-wing-rally-and-left-wing-protest,,,18/5/2021 8:35am,,,,"Portland, Oregon, USA",🔵 eyJpIjoiT3JlZ29uIiwibyI6eyJzdGF0dXMiOiJPSyIsImZvcm1hdHRlZEFkZHJlc3MiOiJPcmVnb24sIFVTQSIsImxhdCI6NDMuODA0MTMzNCwibG5nIjotMTIwLjU1NDIwMTIsImJsb2NrSW5zdGFsbGF0aW9uSWRzIjpbImJsaXNqVTNPZmc0ekFhT3dsIl0sImxvY2F0aW9uRmllbGRJZCI6ImZsZGtjM0MzQ0FjOGJWanVRIn0sImUiOjE2MjM5MTE3MzY4NTl9,,
"Toronto, Ontario, CA",7/15/17,1406,,,,,Rally For the Halifax Five,Proud Boys,Coattended,Toronto,Ontario,CA,"https://torontoist.com/2017/07/anti-fascists-disrupt-proud-boys-rally-queens-park/ https://thevarsity.ca/2017/07/25/why-is-students-in-support-of-free-speech-defending-the-proud-boys/ https://www.youtube.com/watch?v=wgK3HFfrOrc
",,,18/5/2021 8:59am,,,,"Toronto, Ontario, CA",🔵 eyJpIjoiT250YXJpbyIsIm8iOnsic3RhdHVzIjoiT0siLCJmb3JtYXR0ZWRBZGRyZXNzIjoiT250YXJpbywgQ2FuYWRhIiwibGF0Ijo1MS4yNTM3NzUsImxuZyI6LTg1LjMyMzIxNCwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpc2pVM09mZzR6QWFPd2wiXSwibG9jYXRpb25GaWVsZElkIjoiZmxka2MzQzNDQWM4YlZqdVEifSwiZSI6MTYyMzkxMzE1MTI4OH0=,,
"Tompkins, New York, USA",7/14/17,1407,,,,,Ride Along Caravan,Proud Boys,Coattended,Tompkins,New York,USA,https://www.thedailybeast.com/trump-supporting-bigots-to-target-upstate-new-york-muslims,,,18/5/2021 8:37am,,,,"Tompkins, New York, USA",🔵 eyJpIjoiTmV3IFlvcmsiLCJvIjp7InN0YXR1cyI6Ik9LIiwiZm9ybWF0dGVkQWRkcmVzcyI6Ik5ldyBZb3JrLCBOWSwgVVNBIiwibGF0Ijo0MC42OTc0ODgxLCJsbmciOi03My45Nzk2ODEsImJsb2NrSW5zdGFsbGF0aW9uSWRzIjpbImJsaXNqVTNPZmc0ekFhT3dsIl0sImxvY2F0aW9uRmllbGRJZCI6ImZsZGtjM0MzQ0FjOGJWanVRIn0sImUiOjE2MjM5MTE4NTc0MjV9,,
"San Deigo, California, USA",7/3/17,1418,,,,,March For Impeachment,Proud Boys,Targeted,San Deigo,California,USA,https://www.splcenter.org/hatewatch/2017/08/25/what-you-need-know-about-saturdays-patriot-rally-san-francisco,,,18/5/2021 8:39am,,,,"San Deigo, California, USA",🔵 eyJpIjoiQ2FsaWZvcm5pYSIsIm8iOnsic3RhdHVzIjoiT0siLCJmb3JtYXR0ZWRBZGRyZXNzIjoiQ2FsaWZvcm5pYSwgVVNBIiwibGF0IjozNi43NzgyNjEsImxuZyI6LTExOS40MTc5MzI0LCJibG9ja0luc3RhbGxhdGlvbklkcyI6WyJibGlzalUzT2ZnNHpBYU93bCJdLCJsb2NhdGlvbkZpZWxkSWQiOiJmbGRrYzNDM0NBYzhiVmp1USJ9LCJlIjoxNjIzOTExOTQwNDYwfQ==,,
"Halifax, Nova Scotia, CA",7/1/17,1420,,,,,Indigenous People's Protest,Proud Boys,Targeted,Halifax,Nova Scotia,CA,https://www.cbc.ca/news/canada/nova-scotia/proud-boys-canadian-military-indigenous-protest-disrupted-1.4189615,,,18/5/2021 8:38am,,,,"Halifax, Nova Scotia, CA",🔵 eyJpIjoiTm92YSBTY290aWEiLCJvIjp7InN0YXR1cyI6Ik9LIiwiZm9ybWF0dGVkQWRkcmVzcyI6Ik5vdmEgU2NvdGlhLCBDYW5hZGEiLCJsYXQiOjQ0LjY4MTk4NjU5OTk5OTk5LCJsbmciOi02My43NDQzMTEsImJsb2NrSW5zdGFsbGF0aW9uSWRzIjpbImJsaXNqVTNPZmc0ekFhT3dsIl0sImxvY2F0aW9uRmllbGRJZCI6ImZsZGtjM0MzQ0FjOGJWanVRIn0sImUiOjE2MjM5MTE4OTY2NDB9,,
"Portland, Oregon, USA",6/30/17,1421,,,,,1 Skull Fracture,Proud Boys,Coattended,Portland,Oregon,USA,https://www.wweek.com/news/courts/2018/07/04/maga-mayhem-fractures-a-mans-skull-as-right-wing-marchers-test-the-limits-of-free-speech-in-portland/,,,18/5/2021 8:38am,,,,"Portland, Oregon, USA",🔵 eyJpIjoiT3JlZ29uIiwibyI6eyJzdGF0dXMiOiJPSyIsImZvcm1hdHRlZEFkZHJlc3MiOiJPcmVnb24sIFVTQSIsImxhdCI6NDMuODA0MTMzNCwibG5nIjotMTIwLjU1NDIwMTIsImJsb2NrSW5zdGFsbGF0aW9uSWRzIjpbImJsaXNqVTNPZmc0ekFhT3dsIl0sImxvY2F0aW9uRmllbGRJZCI6ImZsZGtjM0MzQ0FjOGJWanVRIn0sImUiOjE2MjM5MTE5MDc0NjF9,,
"Calgary, Alberta, CA",6/25/17,1426,,,,,Patriotic Unity Mega Festival,Proud Boys,Coattended,Calgary,Alberta,CA,https://anti-racistcanada.blogspot.com/2017/07/july-2017-bits-and-bites-part-ii.html https://anti-racistcanada.blogspot.com/2017/10/islamophobe-infighting-part-ive-lost.html,,,18/5/2021 8:44am,,,,"Calgary, Alberta, CA",🔵 eyJpIjoiQWxiZXJ0YSIsIm8iOnsic3RhdHVzIjoiT0siLCJmb3JtYXR0ZWRBZGRyZXNzIjoiQWxiZXJ0YSwgQ2FuYWRhIiwibGF0Ijo1My45MzMyNzA2LCJsbmciOi0xMTYuNTc2NTAzNSwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpc2pVM09mZzR6QWFPd2wiXSwibG9jYXRpb25GaWVsZElkIjoiZmxka2MzQzNDQWM4YlZqdVEifSwiZSI6MTYyMzkxMjI1MDMzM30=,,
"Toronto, Ontario, CA",6/17/17,1434,,,,,Rebel Live,Proud Boys,Coattended,Toronto,Ontario,CA,https://www.therebel.media/the_rebel_live_june_17_2017,,,19/5/2021 1:10pm,,,,"Toronto, Ontario, CA",🔵 eyJpIjoiT250YXJpbyIsIm8iOnsic3RhdHVzIjoiT0siLCJmb3JtYXR0ZWRBZGRyZXNzIjoiT250YXJpbywgQ2FuYWRhIiwibGF0Ijo1MS4yNTM3NzUsImxuZyI6LTg1LjMyMzIxNCwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpc2pVM09mZzR6QWFPd2wiXSwibG9jYXRpb25GaWVsZElkIjoiZmxka2MzQzNDQWM4YlZqdVEifSwiZSI6MTYyNDAxNDY0ODg5N30=,,
"Olympia, Washington, USA",6/17/17,1434,,,,,Free Speech Rally,Proud Boys,Coattended,Olympia,Washington,USA,https://www.splcenter.org/hatewatch/2017/06/16/evergreen-state-protest-patriot-group-dwarfed-angry-response,,,18/5/2021 8:38am,,,,"Olympia, Washington, USA",🔵 eyJpIjoiV2FzaGluZ3RvbiIsIm8iOnsic3RhdHVzIjoiT0siLCJmb3JtYXR0ZWRBZGRyZXNzIjoiV2FzaGluZ3RvbiwgVVNBIiwibGF0Ijo0Ny43NTEwNzQxLCJsbmciOi0xMjAuNzQwMTM4NSwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpc2pVM09mZzR6QWFPd2wiXSwibG9jYXRpb25GaWVsZElkIjoiZmxka2MzQzNDQWM4YlZqdVEifSwiZSI6MTYyMzkxMTkzNzQzNH0=,,
"Olympia, Washington, USA",6/16/17,1435,,,,,Free Speech Rally,Proud Boys,Coattended,Olympia,Washington,USA,https://pdxactivist.org/events/977,,,19/5/2021 1:11pm,,,,"Olympia, Washington, USA",🔵 eyJpIjoiV2FzaGluZ3RvbiIsIm8iOnsic3RhdHVzIjoiT0siLCJmb3JtYXR0ZWRBZGRyZXNzIjoiV2FzaGluZ3RvbiwgVVNBIiwibGF0Ijo0Ny43NTEwNzQxLCJsbmciOi0xMjAuNzQwMTM4NSwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpc2pVM09mZzR6QWFPd2wiXSwibG9jYXRpb25GaWVsZElkIjoiZmxka2MzQzNDQWM4YlZqdVEifSwiZSI6MTYyNDAxNDY2NjA2MH0=,,
"Manhattan, New York, USA",6/10/17,1441,,,,,March Against Sharia,Proud Boys,Coattended,Manhattan,New York,USA,https://www.haaretz.com/us-news/.premium-meet-the-chauvinists-providing-security-at-rightist-events-1.5485429,,,18/5/2021 8:43am,,,,"Manhattan, New York, USA",🔵 eyJpIjoiTmV3IFlvcmsiLCJvIjp7InN0YXR1cyI6Ik9LIiwiZm9ybWF0dGVkQWRkcmVzcyI6Ik5ldyBZb3JrLCBOWSwgVVNBIiwibGF0Ijo0MC43MTI3NzUzLCJsbmciOi03NC4wMDU5NzI4LCJibG9ja0luc3RhbGxhdGlvbklkcyI6WyJibGlzalUzT2ZnNHpBYU93bCJdLCJsb2NhdGlvbkZpZWxkSWQiOiJmbGRrYzNDM0NBYzhiVmp1USJ9LCJlIjoxNjIzOTEyMjM3NTM3fQ==,,
"Seattle, Washington, USA",6/10/17,1441,,,,,March Against Sharia,Proud Boys,Coattended,Seattle,Washington,USA,http://www.seattleweekly.com/news/the-counter-protesters-have-asked-for-an-investigation-of-spds-tactics/,,,19/5/2021 1:10pm,,,,"Seattle, Washington, USA",🔵 eyJpIjoiV2FzaGluZ3RvbiIsIm8iOnsic3RhdHVzIjoiT0siLCJmb3JtYXR0ZWRBZGRyZXNzIjoiV2FzaGluZ3RvbiwgVVNBIiwibGF0Ijo0Ny43NTEwNzQxLCJsbmciOi0xMjAuNzQwMTM4NSwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpc2pVM09mZzR6QWFPd2wiXSwibG9jYXRpb25GaWVsZElkIjoiZmxka2MzQzNDQWM4YlZqdVEifSwiZSI6MTYyNDAxNDY1OTA0OX0=,,
"Ottawa, Ontario, CA",6/3/17,1448,,,,,Deplorables March Against Trudeau,Proud Boys,Coattended,Ottawa,Ontario,CA,https://www.vice.com/en/article/ned5xz/breitbarts-coverage-of-a-canadian-pro-trump-rally-relies-on-some-alternative-facts,https://www.buzzfeed.com/ishmaeldaro/us-conservative-outlets-exaggerate-protest-size-in-ottawa,,18/5/2021 8:36am,,,,"Ottawa, Ontario, CA",🔵 eyJpIjoiT250YXJpbyIsIm8iOnsic3RhdHVzIjoiT0siLCJmb3JtYXR0ZWRBZGRyZXNzIjoiT250YXJpbywgQ2FuYWRhIiwibGF0Ijo1MS4yNTM3NzUsImxuZyI6LTg1LjMyMzIxNCwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpc2pVM09mZzR6QWFPd2wiXSwibG9jYXRpb25GaWVsZElkIjoiZmxka2MzQzNDQWM4YlZqdVEifSwiZSI6MTYyMzkxMTgxNzgyM30=,,
"Portland, Oregon, USA",6/2/17,1449,,,,,Free Speech Rally,Proud Boys,Coattended,Portland,Oregon,USA,https://www.washingtonpost.com/national/right-wing-free-speech-rally-draws-massive-counter-protests-in-portland/2017/06/04/12971892-496f-11e7-9669-250d0b15f83b_story.html?utm_term=.ae4bf8455222,,,18/5/2021 8:58am,,,,"Portland, Oregon, USA",🔵 eyJpIjoiT3JlZ29uIiwibyI6eyJzdGF0dXMiOiJPSyIsImZvcm1hdHRlZEFkZHJlc3MiOiJPcmVnb24sIFVTQSIsImxhdCI6NDMuODA0MTMzNCwibG5nIjotMTIwLjU1NDIwMTIsImJsb2NrSW5zdGFsbGF0aW9uSWRzIjpbImJsaXNqVTNPZmc0ekFhT3dsIl0sImxvY2F0aW9uRmllbGRJZCI6ImZsZGtjM0MzQ0FjOGJWanVRIn0sImUiOjE2MjM5MTMxMzE4MDl9,,
"Portland, Oregon, USA",5/26/17,1456,,,,,Portland Train Attack,"Proud Boys,Patriot Prayer",Individual Group Member Involvement,Portland,Oregon,USA,https://en.wikipedia.org/wiki/2017_Portland_train_attack,,,18/5/2021 8:38am,,,,"Portland, Oregon, USA",🔵 eyJpIjoiT3JlZ29uIiwibyI6eyJzdGF0dXMiOiJPSyIsImZvcm1hdHRlZEFkZHJlc3MiOiJPcmVnb24sIFVTQSIsImxhdCI6NDMuODA0MTMzNCwibG5nIjotMTIwLjU1NDIwMTIsImJsb2NrSW5zdGFsbGF0aW9uSWRzIjpbImJsaXNqVTNPZmc0ekFhT3dsIl0sImxvY2F0aW9uRmllbGRJZCI6ImZsZGtjM0MzQ0FjOGJWanVRIn0sImUiOjE2MjM5MTE5MDI0Mzd9,,
"Berkeley, California, USA",4/17/17,1495,,,,,Melee,Proud Boys,Organized,Berkeley,California,USA,https://sanfrancisco.cbslocal.com/2017/04/15/proudboys-berkeley-violence-trump/,,,18/5/2021 8:38am,,,,"Berkeley, California, USA",🔵 eyJpIjoiQ2FsaWZvcm5pYSIsIm8iOnsic3RhdHVzIjoiT0siLCJmb3JtYXR0ZWRBZGRyZXNzIjoiQ2FsaWZvcm5pYSwgVVNBIiwibGF0IjozNi43NzgyNjEsImxuZyI6LTExOS40MTc5MzI0LCJibG9ja0luc3RhbGxhdGlvbklkcyI6WyJibGlzalUzT2ZnNHpBYU93bCJdLCJsb2NhdGlvbkZpZWxkSWQiOiJmbGRrYzNDM0NBYzhiVmp1USJ9LCJlIjoxNjIzOTExODk4NTgwfQ==,,
"Toronto, Ontario, CA",4/6/17,1506,,,,,Journalist Assaulted,"Proud Boys,Soldiers of Odin,Jewish Defence League,Three Percenters,Suffragettes Against Silence,Cultural Action Party ,Anti-Communist Action",Coattended,Toronto,Ontario,CA,"http://anti-racistcanada.blogspot.com/2017/05/journalist-assaulted-by-anti-muslim.html https://www.cjfe.org/cjfe_statement_on_the_assault_of_an_employee_by_right_wing_extremists
https://www.youtube.com/watch?v=dyLOFsg7Jo0",,,18/5/2021 8:38am,,,,"Toronto, Ontario, CA",🔵 eyJpIjoiT250YXJpbyIsIm8iOnsic3RhdHVzIjoiT0siLCJmb3JtYXR0ZWRBZGRyZXNzIjoiT250YXJpbywgQ2FuYWRhIiwibGF0Ijo1MS4yNTM3NzUsImxuZyI6LTg1LjMyMzIxNCwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpc2pVM09mZzR6QWFPd2wiXSwibG9jYXRpb25GaWVsZElkIjoiZmxka2MzQzNDQWM4YlZqdVEifSwiZSI6MTYyMzkxMTkxNTk1M30=,,
"Ottawa, Ontario, CA",4/3/17,1509,,,,,Canadian Democracy In Action,"Proud Boys,Canadian Coalition of Concerned Citizens,Soldiers of Odin",Coattended,Ottawa,Ontario,CA,https://anti-racistcanada.blogspot.com/2017/05/what-was-learned-from-islamophobe-rally.html https://www.youtube.com/watch?v=leH4CxTNY14,,,19/5/2021 1:11pm,,,,"Ottawa, Ontario, CA",🔵 eyJpIjoiT250YXJpbyIsIm8iOnsic3RhdHVzIjoiT0siLCJmb3JtYXR0ZWRBZGRyZXNzIjoiT250YXJpbywgQ2FuYWRhIiwibGF0Ijo1MS4yNTM3NzUsImxuZyI6LTg1LjMyMzIxNCwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpc2pVM09mZzR6QWFPd2wiXSwibG9jYXRpb25GaWVsZElkIjoiZmxka2MzQzNDQWM4YlZqdVEifSwiZSI6MTYyNDAxNDY2MDAzNH0=,,
"Washington, DC, USA",3/22/17,1521,,,,,AIPAC Palestinian Man Assaulted ,Proud Boys,Individual Group Member Involvement,Washington,DC,USA,http://anti-racistcanada.blogspot.com/2018/04/ottawa-proud-boy-member-brandon-vaughan.html,,,18/5/2021 8:58am,,,,"Washington, DC, USA",🔵 eyJpIjoiREMiLCJvIjp7InN0YXR1cyI6Ik9LIiwiZm9ybWF0dGVkQWRkcmVzcyI6IjkwNiBTaWdnaW5zIFN0LCBDb2ZmZXl2aWxsZSwgS1MgNjczMzcsIFVTQSIsImxhdCI6MzcuMDM0NDU5NCwibG5nIjotOTUuNjU0MDEwMzk5OTk5OTksImJsb2NrSW5zdGFsbGF0aW9uSWRzIjpbImJsaXNqVTNPZmc0ekFhT3dsIl0sImxvY2F0aW9uRmllbGRJZCI6ImZsZGtjM0MzQ0FjOGJWanVRIn0sImUiOjE2MjM5MTMxMjk3MTV9,,
"Berkeley, California, USA",3/4/17,1539,,Pro Trump,,,March for Trump,Proud Boys,Coattended,Berkeley,California,USA,https://www.washingtonpost.com/news/post-nation/wp/2017/03/05/pro-trump-rally-in-berkeley-turns-violent-as-protesters-clash-with-the-presidents-supporters/?utm_term=.997df634d9af,,,18/5/2021 8:36am,,,,"Berkeley, California, USA",🔵 eyJpIjoiQ2FsaWZvcm5pYSIsIm8iOnsic3RhdHVzIjoiT0siLCJmb3JtYXR0ZWRBZGRyZXNzIjoiQ2FsaWZvcm5pYSwgVVNBIiwibGF0IjozNi43NzgyNjEsImxuZyI6LTExOS40MTc5MzI0LCJibG9ja0luc3RhbGxhdGlvbklkcyI6WyJibGlzalUzT2ZnNHpBYU93bCJdLCJsb2NhdGlvbkZpZWxkSWQiOiJmbGRrYzNDM0NBYzhiVmp1USJ9LCJlIjoxNjIzOTExODExODIwfQ==,,
"Berkeley, California, USA",2/2/17,1569,Assault,,,,Milo Protests,Proud Boys,Coattended,Berkeley,California,USA,http://www.dailycal.org/2018/01/31/became-game-reflecting-1-year-milo-yiannopoulos-protests/,,,18/5/2021 8:36am,,,,"Berkeley, California, USA",🔵 eyJpIjoiQ2FsaWZvcm5pYSIsIm8iOnsic3RhdHVzIjoiT0siLCJmb3JtYXR0ZWRBZGRyZXNzIjoiQ2FsaWZvcm5pYSwgVVNBIiwibGF0IjozNi43NzgyNjEsImxuZyI6LTExOS40MTc5MzI0LCJibG9ja0luc3RhbGxhdGlvbklkcyI6WyJibGlzalUzT2ZnNHpBYU93bCJdLCJsb2NhdGlvbkZpZWxkSWQiOiJmbGRrYzNDM0NBYzhiVmp1USJ9LCJlIjoxNjIzOTExNzc2NzM3fQ==,,
"New York, New York, USA",2/2/17,1569,"Instigation,Clash",,,,Proud Boys clash with Antifascists outside of Kimmel Hall,"Proud Boys,NYU College Republicans",Targeted,New York,New York,USA,https://web.archive.org/web/20170320150155/http://gothamist.com/2017/02/03/nyu_proud_boy_protest.php,,,18/5/2021 8:37am,,,,"New York, New York, USA",🔵 eyJpIjoiTmV3IFlvcmsiLCJvIjp7InN0YXR1cyI6Ik9LIiwiZm9ybWF0dGVkQWRkcmVzcyI6Ik5ldyBZb3JrLCBOWSwgVVNBIiwibGF0Ijo0MC42OTc0ODgxLCJsbmciOi03My45Nzk2ODEsImJsb2NrSW5zdGFsbGF0aW9uSWRzIjpbImJsaXNqVTNPZmc0ekFhT3dsIl0sImxvY2F0aW9uRmllbGRJZCI6ImZsZGtjM0MzQ0FjOGJWanVRIn0sImUiOjE2MjM5MTE4MjEzMjN9,,
"Washington, DC, USA",1/19/17,1583,"Propaganda,Clash",,,,Deploraball,Proud Boys,Organized,Washington,DC,USA,https://www.newyorker.com/magazine/2017/02/06/trump-supporters-at-the-deploraball,,,18/5/2021 8:36am,,,,"Washington, DC, USA",🔵 eyJpIjoiREMiLCJvIjp7InN0YXR1cyI6Ik9LIiwiZm9ybWF0dGVkQWRkcmVzcyI6IjkwNiBTaWdnaW5zIFN0LCBDb2ZmZXl2aWxsZSwgS1MgNjczMzcsIFVTQSIsImxhdCI6MzcuMDM0NDU5NCwibG5nIjotOTUuNjU0MDEwMzk5OTk5OTksImJsb2NrSW5zdGFsbGF0aW9uSWRzIjpbImJsaXNqVTNPZmc0ekFhT3dsIl0sImxvY2F0aW9uRmllbGRJZCI6ImZsZGtjM0MzQ0FjOGJWanVRIn0sImUiOjE2MjM5MTE3OTAzMzd9,,
"New York, New York, USA",10/6/16,1688,"Harrasment,Intimidation,Recruitment",,,,Lucian Wintrich's Twinks For Trump Art Installation,"Proud Boys,Twinks For Trump",Coattended,New York,New York,USA,"http://idavox.com/index.php/2016/10/12/twink4trump-and-their-pseudo-art-show-or-daddywillsaveus/
https://thepiratebay.org/torrent/16010435",,,19/5/2021 1:10pm,,,,"New York, New York, USA",🔵 eyJpIjoiTmV3IFlvcmsiLCJvIjp7InN0YXR1cyI6Ik9LIiwiZm9ybWF0dGVkQWRkcmVzcyI6Ik5ldyBZb3JrLCBOWSwgVVNBIiwibGF0Ijo0MC43MTI3NzUzLCJsbmciOi03NC4wMDU5NzI4LCJibG9ja0luc3RhbGxhdGlvbklkcyI6WyJibGlzalUzT2ZnNHpBYU93bCJdLCJsb2NhdGlvbkZpZWxkSWQiOiJmbGRrYzNDM0NBYzhiVmp1USJ9LCJlIjoxNjI0MDE0NjQ3NTIzfQ==,,
"Washington, DC, USA",1/6/21,135,"Terrorist Attack,Protest,Foiled Terrorist Attack,Bomb,Arrest,Election Interference,Attempted Coup,Disruption of Political Institution",Pro Trump,5,51,"A series of events in Washington DC including storming of the capitol by right wing militias disrupting the Congressional certification of the electoral college votes. Calls for hanging VP Mike Pence have been heard. Shots have been fired inside the chamber. The National Guard has been activated on request from the Mayor of DC. One person was shot inside the capitol and has been declared dead according to law enforcement sources. At least 50 cops were injured, 15 hospitalized and one in critical condition",Proud Boys,,Washington,DC,USA,https://www.nytimes.com/live/2021/01/06/us/electoral-vote#protesters-capitol-hill,https://www.vox.com/22218446/capitol-police-mob-trump-storming-washington-dc,,3/5/2021 3:52pm,,,,"Washington, DC, USA",🔵 eyJpIjoiREMiLCJvIjp7InN0YXR1cyI6Ik9LIiwiZm9ybWF0dGVkQWRkcmVzcyI6Ildhc2hpbmd0b24sIERDLCBVU0EiLCJsYXQiOjM4LjkwNzE5MjMsImxuZyI6LTc3LjAzNjg3MDcsImJsb2NrSW5zdGFsbGF0aW9uSWRzIjpbImJsaXNqVTNPZmc0ekFhT3dsIl0sImxvY2F0aW9uRmllbGRJZCI6ImZsZGtjM0MzQ0FjOGJWanVRIn0sImUiOjE2MjI2NDE5MzQwMjN9,,
"Olympia, Washington, USA",1/6/21,135,"Terrorist Attack,Foiled Terrorist Attack,Disruption of Political Institution",Pro Trump,0,,"At the state capitol in Olympia, Washington, ""Stop the steal demonstrators attempt to tear down the gate to the governor's house in Olympia, Washington."" 
Reported by Devin Burghart ",Proud Boys,,Olympia,Washington,USA,https://twitter.com/dburghart/status/1346953921881726982?s=21,https://www.facebook.com/BardsEyeNews/videos/456913575311121/,,3/5/2021 3:52pm,,,,"Olympia, Washington, USA",🔵 eyJpIjoiV2FzaGluZ3RvbiIsIm8iOnsic3RhdHVzIjoiT0siLCJmb3JtYXR0ZWRBZGRyZXNzIjoiV2FzaGluZ3RvbiwgVVNBIiwibGF0Ijo0Ny43NTEwNzQxLCJsbmciOi0xMjAuNzQwMTM4NSwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpc2pVM09mZzR6QWFPd2wiXSwibG9jYXRpb25GaWVsZElkIjoiZmxka2MzQzNDQWM4YlZqdVEifSwiZSI6MTYyMjY0MTkyNjM5Nn0=,,
"Richmond, Virginia, USA",1/20/20,487,March,,,,"Tens of thousand of people, among which were members of Proud Boys and Three Percenters, gathered in a demonstration against guns restrictions. It was estimated that about 70% of the protesters were carrying weapons during the protest. ","Proud Boys,Three Percenters",,Richmond,Virginia,USA,https://www.theguardian.com/us-news/2020/jan/20/virginia-gun-rally-activists-richmond,https://www.bbc.com/news/world-us-canada-51180452,,3/5/2021 3:52pm,,,,"Richmond, Virginia, USA",🔵 eyJpIjoiVmlyZ2luaWEiLCJvIjp7InN0YXR1cyI6Ik9LIiwiZm9ybWF0dGVkQWRkcmVzcyI6IlZpcmdpbmlhLCBVU0EiLCJsYXQiOjM3LjQzMTU3MzQsImxuZyI6LTc4LjY1Njg5NDIsImJsb2NrSW5zdGFsbGF0aW9uSWRzIjpbImJsaXNqVTNPZmc0ekFhT3dsIl0sImxvY2F0aW9uRmllbGRJZCI6ImZsZGtjM0MzQ0FjOGJWanVRIn0sImUiOjE2MjI2NDE5MzI2MTN9,,
